	room	message_count	num_of_players	onboarding_success_rate	final_success_rate	onboarding_types	onboarding_types_fine	game_types	final_agreement	most_common_tokens	onboarding_success_rate_coarse	final_success_rate_coarse	deli_correct	moderator_messages	submits_per_user	performance_gain	unique_tokens_count	tokens_count	submits_per_user	message_entropy	best_onboarding_score
903fc105-1214-4a2f-9945-3b05bd5ddf09	903fc105-1214-4a2f-9945-3b05bd5ddf09	24	3	0.5833333333333334	0.5	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'U4': 2, 'U': 1})	Counter({'BIASED': 3})	1.0	[('cards', 5), ('solution', 3), ('middle', 3), ('need', 3), ('even', 3)]	0.0	0.0	0	0	1.0	-0.08333333333333337	46	138	1.0	0.9952467469708333	0.75
de24fbf4-30b6-4b5b-bd66-849140feb73c	de24fbf4-30b6-4b5b-bd66-849140feb73c	22	3	0.5	0.5	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'4': 1, 'U': 1, '4U': 1})	Counter({'ALL_CHECKED': 3})	1.0	[('would', 5), ('that', 5), ('then', 5), ('thinking', 4), ('because', 4)]	0.0	0.0	0	0	1.3333333333333333	0.0	62	210	1.3333333333333333	0.9643787017331664	0.75
e731d8d4-d6f3-44ca-9d04-0d2caa2f0111	e731d8d4-d6f3-44ca-9d04-0d2caa2f0111	20	2	1.0	1.0	Counter({'CORRECT': 2})	Counter({'A9': 2})	Counter({'CORRECT': 2})	1.0	[('have', 5), ('guinea', 3), ('number', 3), ('rule', 3), ('even', 3)]	1.0	1.0	0	0	1.0	0.0	48	134	1.0	0.9709505944546686	1.0
68170e57-e559-4e39-999a-a093fe2b6104	68170e57-e559-4e39-999a-a093fe2b6104	41	4	0.5	0.75	Counter({'BIASED': 4})	Counter({'A8': 4})	Counter({'ALL_CHECKED': 2, 'CORRECT': 2})	0.5	[('think', 7), ('that', 7), ('cards', 6), ('number', 5), ('chose', 4)]	0.0	0.5	1	0	1.25	0.25	111	333	1.25	0.9847532532775224	0.5
a1a3d34f-d28a-482a-87f8-6364a12bdc6b	a1a3d34f-d28a-482a-87f8-6364a12bdc6b	11	2	0.25	0.5	Counter({'OTHER_ERROR': 1, 'ALL_INCORRECT': 1})	Counter({'UQ': 1, 'Q8': 1})	Counter({'OTHER_ERROR': 2})	1.0	[('think', 4), ('here', 2), ('should', 2), ('choose', 2), ('what', 2)]	0.0	0.0	0	0	1.0	0.25	26	60	1.0	0.9940302114769565	0.5
02972b77-c909-499e-8d4b-8920a25707f0	02972b77-c909-499e-8d4b-8920a25707f0	54	3	0.9166666666666666	1.0	Counter({'CORRECT': 2, 'OTHER_ERROR': 1})	Counter({'5E': 2, 'E': 1})	Counter({'CORRECT': 3})	1.0	[('yeah', 10), ('think', 9), ('could', 9), ('rule', 4), ('like', 4)]	0.6666666666666666	1.0	0	0	1.0	0.08333333333333337	67	280	1.0	0.9812240675945497	1.0
e2c4cf39-4f8c-49ab-8a74-eca6f266e7ea	e2c4cf39-4f8c-49ab-8a74-eca6f266e7ea	17	3	0.4166666666666667	0.5	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'W': 1, 'WA': 1, '8A': 1})	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	0.6666666666666666	[('have', 2), ('picked', 2), ('okay', 2), ('whats', 1), ('plan', 1)]	0.0	0.0	0	0	1.0	0.08333333333333331	39	96	1.0	0.9437600120884533	0.5
95b70ac5-2115-4454-a64c-b27e7ab14821	95b70ac5-2115-4454-a64c-b27e7ab14821	54	6	0.5416666666666666	0.5416666666666666	Counter({'BIASED': 3, 'OTHER_ERROR': 2, 'BIASED + ODDS': 1})	Counter({'6E': 3, 'T': 1, '36E': 1, 'E': 1})	Counter({'BIASED': 5, 'BIASED + ODDS': 1})	0.8333333333333334	[('number', 7), ('agree', 6), ('even', 5), ('vowel', 4), ('could', 4)]	0.0	0.0	0	0	1.3333333333333333	0.0	79	305	1.3333333333333333	0.9590335709054512	0.75
cf089e69-5f6d-4960-b6cc-7d4419e99f7f	cf089e69-5f6d-4960-b6cc-7d4419e99f7f	46	4	0.5	0.6875	Counter({'OTHER_ERROR': 2, 'BIASED': 2})	Counter({'UG': 2, 'U8': 2})	Counter({'CORRECT': 2, 'BIASED': 1, 'BIASED + CONST': 1})	0.5	[('everyone', 6), ('have', 6), ('think', 6), ('that', 6), ('with', 5)]	0.0	0.5	1	0	1.25	0.1875	77	317	1.25	0.803062270635003	0.5
e891ff72-2fb6-4a6b-9c29-8273c5a1c040	e891ff72-2fb6-4a6b-9c29-8273c5a1c040	19	2	0.625	0.5	Counter({'OTHER_ERROR': 1, 'BIASED': 1})	Counter({'U': 1, 'U4': 1})	Counter({'BIASED': 2})	1.0	[('have', 4), ('rule', 3), ('that', 2), ('only', 2), ('left', 2)]	0.0	0.0	0	0	1.0	-0.125	58	151	1.0	0.9980008838722996	0.75
4b327f49-2e71-4a50-9059-38ff59775402	4b327f49-2e71-4a50-9059-38ff59775402	54	4	0.4375	0.875	Counter({'OTHER_ERROR': 3, 'BIASED': 1})	Counter({'F': 2, '8U': 1, 'U': 1})	Counter({'CORRECT': 3, 'BIASED': 1})	0.75	[('even', 13), ('vowel', 10), ('its', 9), ('rule', 8), ('think', 7)]	0.0	0.75	1	0	1.75	0.4375	103	478	1.75	0.9188985807715653	0.75
ae010897-edf0-469b-983b-85c6c329a8d9	ae010897-edf0-469b-983b-85c6c329a8d9	24	3	0.6666666666666666	0.75	Counter({'OTHER_ERROR': 3})	Counter({'A': 2, 'VA': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('test', 8), ('rule', 6), ('that', 6), ('think', 6), ('number', 4)]	0.0	0.0	0	0	1.0	0.08333333333333337	99	329	1.0	0.9463946303571862	0.75
17620ae0-2f24-4b14-a2d3-ed338610015e	17620ae0-2f24-4b14-a2d3-ed338610015e	14	3	0.6666666666666666	1.0	Counter({'OTHER_ERROR': 1, 'CORRECT': 1, 'BIASED + ODDS': 1})	Counter({'M': 1, 'U7': 1, 'U78': 1})	Counter({'CORRECT': 3})	0.6666666666666666	[('rule', 4), ('with', 3), ('that', 2), ('necessary', 2), ('good', 2)]	0.3333333333333333	1.0	0	0	1.0	0.33333333333333337	51	151	1.0	0.9952325573220988	1.0
1f798e00-5575-45b5-ae30-a98964b2a609	1f798e00-5575-45b5-ae30-a98964b2a609	41	4	0.6875	0.6875	Counter({'OTHER_ERROR': 3, 'BIASED': 1})	Counter({'U': 2, '7': 1, '6U': 1})	Counter({'OTHER_ERROR': 3, 'BIASED': 1})	0.75	[('rule', 9), ('that', 8), ('have', 6), ('even', 6), ('with', 5)]	0.0	0.0	0	0	1.0	0.0	107	391	1.0	0.9128338561161631	0.75
3a457dba-ff18-499d-aa83-089fbece095a	3a457dba-ff18-499d-aa83-089fbece095a	26	5	0.55	0.7	Counter({'OTHER_ERROR': 3, 'BIASED': 2})	Counter({'E': 2, 'E8': 2, 'V': 1})	Counter({'OTHER_ERROR': 4, 'BIASED': 1})	0.8	[('thats', 4), ('just', 4), ('think', 3), ('hello', 3), ('its', 3)]	0.0	0.0	0	0	1.8	0.1499999999999999	46	160	1.8	0.9514727282199938	0.75
d6897625-fb34-47c8-bac8-7d2b83d6f3c3	d6897625-fb34-47c8-bac8-7d2b83d6f3c3	44	3	0.5833333333333334	1.0	Counter({'ALL_CHECKED': 1, 'BIASED': 1, 'OTHER_ERROR': 1})	Counter({'CE72': 1, 'E2': 1, 'E': 1})	Counter({'CORRECT': 3})	1.0	[('have', 13), ('even', 11), ('that', 9), ('vowel', 8), ('number', 8)]	0.0	1.0	1	0	2.0	0.41666666666666663	99	465	2.0	0.906511450855314	0.75
b586814d-3d66-4ecc-bf1b-5a3cd3718e63	b586814d-3d66-4ecc-bf1b-5a3cd3718e63	42	5	0.5	0.5	Counter({'BIASED': 3, 'ALL_CHECKED': 1, 'OTHER_ERROR': 1})	Counter({'U4': 3, 'DU47': 1, 'D7': 1})	Counter({'OTHER_ERROR': 5})	0.6	[('agree', 7), ('cards', 6), ('even', 6), ('flip', 6), ('that', 5)]	0.0	0.0	0	0	1.0	0.0	62	297	1.0	0.991475124554234	0.5
10c68bbd-686a-4414-b4f5-ceb1195aa22f	10c68bbd-686a-4414-b4f5-ceb1195aa22f	15	3	0.6666666666666666	1.0	Counter({'CORRECT': 1, 'OTHER_ERROR': 1, 'BIASED + ODDS': 1})	Counter({'3U': 1, 'B': 1, '3U4': 1})	Counter({'CORRECT': 3})	1.0	[('vowel', 6), ('have', 6), ('that', 4), ('number', 4), ('side', 4)]	0.3333333333333333	1.0	0	0	1.0	0.33333333333333337	61	205	1.0	0.9877812438119244	1.0
e91c890b-6c30-425b-b7bf-5731d83cbee9	e91c890b-6c30-425b-b7bf-5731d83cbee9	33	3	0.75	1.0	Counter({'ALL_CHECKED': 1, 'OTHER_ERROR': 1, 'CORRECT': 1})	Counter({'WU25': 1, 'U': 1, 'U5': 1})	Counter({'CORRECT': 3})	1.0	[('that', 9), ('need', 5), ('only', 4), ('think', 4), ('about', 4)]	0.3333333333333333	1.0	0	0	1.0	0.25	94	243	1.0	0.9829776786091633	1.0
1ee7269f-721d-47c2-a8e8-d786d253e940	1ee7269f-721d-47c2-a8e8-d786d253e940	20	3	0.5833333333333334	1.0	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'6A': 2, 'A': 1})	Counter({'CORRECT': 3})	1.0	[('that', 6), ('agree', 3), ('with', 3), ('letter', 3), ('think', 2)]	0.0	1.0	1	0	1.0	0.41666666666666663	57	173	1.0	0.9911594714322187	0.75
0cac5462-55f1-4a16-954c-0e7351652e53	0cac5462-55f1-4a16-954c-0e7351652e53	37	3	0.8333333333333334	0.9166666666666666	Counter({'OTHER_ERROR': 2, 'CORRECT': 1})	Counter({'U': 2, '9U': 1})	Counter({'CORRECT': 2, 'BIASED + ODDS': 1})	0.6666666666666666	[('think', 9), ('that', 8), ('even', 8), ('have', 8), ('with', 7)]	0.3333333333333333	0.6666666666666666	0	0	2.3333333333333335	0.08333333333333326	80	346	2.3333333333333335	0.9046152604311872	1.0
0b37e6fb-eb3b-4c65-a886-2f9be44d5380	0b37e6fb-eb3b-4c65-a886-2f9be44d5380	15	3	0.6666666666666666	1.0	Counter({'BIASED': 2, 'CORRECT': 1})	Counter({'8E': 2, 'E5': 1})	Counter({'CORRECT': 3})	1.0	[('chose', 3), ('thats', 3), ('good', 3), ('flip', 2), ('have', 2)]	0.3333333333333333	1.0	0	0	1.0	0.33333333333333337	55	141	1.0	0.9877812438119243	1.0
33d37870-8fcf-47be-9f20-46f0536284a3	33d37870-8fcf-47be-9f20-46f0536284a3	31	3	0.5833333333333334	0.75	Counter({'OTHER_ERROR': 3})	Counter({'A': 2, '2': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('think', 6), ('select', 6), ('with', 5), ('vowel', 4), ('card', 3)]	0.0	0.0	0	0	1.0	0.16666666666666663	50	184	1.0	0.9934483466567301	0.75
43354403-26be-497a-b621-7d74dd230ed9	43354403-26be-497a-b621-7d74dd230ed9	11	3	0.08333333333333333	0.6666666666666666	Counter({'None': 1, 'ALL_INCORRECT': 1, 'OTHER_ERROR': 1})	Counter({'None': 1, '4V': 1, '4': 1})	Counter({'BIASED + ODDS': 2, 'BIASED': 1})	0.6666666666666666	[('have', 3), ('know', 3), ('first', 2), ('cards', 2), ('answer', 2)]	0.0	0.0	0	0	1.3333333333333333	0.5833333333333333	20	67	1.3333333333333333	0.9713067383178076	0.25
7df9bbcc-ccc2-4777-b303-f6b4aced042f	7df9bbcc-ccc2-4777-b303-f6b4aced042f	28	4	0.4375	0.4375	Counter({'OTHER_ERROR': 3, 'BIASED': 1})	Counter({'2A': 1, 'S': 1, '2': 1, 'A': 1})	Counter({'OTHER_ERROR': 3, 'BIASED': 1})	0.25	[('choose', 7), ('correct', 5), ('only', 4), ('answer', 3), ('card', 3)]	0.0	0.0	0	0	1.0	0.0	67	182	1.0	0.9386935321483066	0.75
da0c7337-3d19-46f6-a806-0b01ae24871c	da0c7337-3d19-46f6-a806-0b01ae24871c	29	3	0.5	0.75	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'P': 1, 'U': 1, 'U4': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('good', 5), ('cat', 3), ('ready', 3), ('even', 3), ('what', 2)]	0.0	0.0	0	0	1.0	0.25	66	174	1.0	0.9788360254644977	0.75
2d43c5a8-a321-4def-834d-7214dc119256	2d43c5a8-a321-4def-834d-7214dc119256	6	2	0.5	0.5	Counter({'BIASED': 2})	Counter({'6E': 2})	Counter({'OTHER_ERROR': 1, 'BIASED': 1})	0.5	[('even', 8), ('number', 7), ('with', 4), ('have', 4), ('other', 4)]	0.0	0.0	0	0	1.5	0.0	57	198	1.5	1.0	0.5
bd665828-8da1-403d-bf3e-06b46f940cfb	bd665828-8da1-403d-bf3e-06b46f940cfb	44	4	0.625	0.875	Counter({'OTHER_ERROR': 2, 'CORRECT': 1, 'BIASED': 1})	Counter({'G': 1, 'A3': 1, 'A': 1, 'A8': 1})	Counter({'CORRECT': 3, 'BIASED': 1})	0.75	[('choose', 13), ('that', 13), ('even', 13), ('number', 11), ('must', 11)]	0.25	0.75	0	0	1.25	0.25	83	473	1.25	0.9811204946821523	1.0
0a057d01-a7d0-4028-9daf-c71751339d16	0a057d01-a7d0-4028-9daf-c71751339d16	14	3	0.75	0.75	Counter({'OTHER_ERROR': 3})	Counter({'I': 2, '5': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('card', 4), ('agree', 3), ('cards', 2), ('turned', 2), ('then', 2)]	0.0	0.0	0	0	1.0	0.0	31	77	1.0	0.9657130652315666	0.75
038c3e5e-35bf-4e26-b96d-8ff92bb8c830	038c3e5e-35bf-4e26-b96d-8ff92bb8c830	21	3	0.5833333333333334	0.8333333333333334	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'8A': 2, 'A': 1})	Counter({'CORRECT': 2, 'OTHER_ERROR': 1})	0.6666666666666666	[('hello', 2), ('that', 2), ('cards', 2), ('other', 2), ('side', 2)]	0.0	0.6666666666666666	1	0	3.6666666666666665	0.25	59	130	3.6666666666666665	0.9937866610055328	0.75
0b8fe30f-2304-48aa-a3ed-f80e45ea9024	0b8fe30f-2304-48aa-a3ed-f80e45ea9024	13	3	0.6666666666666666	1.0	Counter({'OTHER_ERROR': 1, 'BIASED + ODDS': 1, 'ALL_CHECKED': 1})	Counter({'A': 1, 'A38': 1, 'A38D': 1})	Counter({'CORRECT': 3})	1.0	[('turn', 3), ('over', 3), ('cards', 3), ('about', 3), ('you', 3)]	0.0	1.0	1	0	1.0	0.33333333333333337	45	131	1.0	0.9770455804590024	0.75
1d557a87-fa76-4dba-b550-7ba5b5072915	1d557a87-fa76-4dba-b550-7ba5b5072915	21	2	0.625	0.5	Counter({'BIASED': 1, 'OTHER_ERROR': 1})	Counter({'U4': 1, '9': 1})	Counter({'BIASED': 2})	1.0	[('other', 10), ('side', 10), ('even', 7), ('number', 7), ('that', 6)]	0.0	0.0	0	0	1.5	-0.125	56	281	1.5	0.863120568566631	0.75
35da45a4-07a2-4e92-8a47-5e94dcf0dea5	35da45a4-07a2-4e92-8a47-5e94dcf0dea5	12	3	0.8333333333333334	1.0	Counter({'CORRECT': 1, 'OTHER_ERROR': 1, 'BIASED + ODDS': 1})	Counter({'5E': 1, 'E': 1, '58E': 1})	Counter({'CORRECT': 3})	1.0	[('back', 4), ('what', 3), ('think', 3), ('anyone', 3), ('with', 3)]	0.3333333333333333	1.0	0	0	1.3333333333333333	0.16666666666666663	49	150	1.3333333333333333	0.8734790278701756	1.0
619992c5-728e-42af-8b09-034a9f45266d	619992c5-728e-42af-8b09-034a9f45266d	33	4	0.5	0.6875	Counter({'OTHER_ERROR': 2, 'BIASED': 2})	Counter({'E4': 2, 'E': 1, 'X': 1})	Counter({'BIASED + ODDS': 3, 'BIASED': 1})	0.75	[('sure', 4), ('pick', 4), ('that', 3), ('right', 3), ('then', 3)]	0.0	0.0	0	0	3.0	0.1875	53	187	3.0	0.9448377212574965	0.75
00639b9b-3a45-4c59-90f6-a4738de92fd4	00639b9b-3a45-4c59-90f6-a4738de92fd4	32	3	0.5833333333333334	0.5833333333333334	Counter({'BIASED': 1, 'OTHER_ERROR': 1, 'CORRECT': 1})	Counter({'A2': 1, 'V': 1, 'A7': 1})	Counter({'BIASED': 1, 'OTHER_ERROR': 1, 'CORRECT': 1})	0.3333333333333333	[('rule', 5), ('vowel', 4), ('with', 4), ('check', 4), ('think', 3)]	0.3333333333333333	0.3333333333333333	0	0	1.0	0.0	46	184	1.0	0.9936626487697715	1.0
18f40f8c-bf2a-4e59-bf21-ee466224a0b1	18f40f8c-bf2a-4e59-bf21-ee466224a0b1	48	5	0.65	1.0	Counter({'OTHER_ERROR': 4, 'BIASED': 1})	Counter({'E': 3, '2E': 1, '9C': 1})	Counter({'CORRECT': 5})	1.0	[('even', 8), ('have', 7), ('with', 6), ('only', 6), ('vowel', 6)]	0.0	1.0	1	0	1.6	0.35	113	444	1.6	0.966616509574894	0.75
9b1b315f-0a0f-4231-a81b-bd9869d37482	9b1b315f-0a0f-4231-a81b-bd9869d37482	15	3	0.5	0.75	Counter({'NONE_CHECKED': 1, 'ALL_CHECKED': 1, 'OTHER_ERROR': 1})	Counter({'': 1, '45AD': 1, 'AD': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('card', 3), ('that', 3), ('cards', 3), ('with', 3), ('vowel', 3)]	0.0	0.0	0	0	1.0	0.25	52	152	1.0	0.9877812438119244	0.5
260bd13b-306d-4ec3-b32d-55b9e9646905	260bd13b-306d-4ec3-b32d-55b9e9646905	20	2	0.75	1.0	Counter({'BIASED': 1, 'CORRECT': 1})	Counter({'U6': 1, 'U5': 1})	Counter({'CORRECT': 2})	1.0	[('have', 5), ('that', 3), ('vowels', 3), ('reasoning', 2), ('duck', 2)]	0.5	1.0	0	0	1.0	0.25	61	172	1.0	0.9709505944546686	1.0
6125b822-c68c-49c0-9f76-30a334043761	6125b822-c68c-49c0-9f76-30a334043761	30	3	0.5833333333333334	0.6666666666666666	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'4U': 2, 'U': 1})	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	0.6666666666666666	[('think', 6), ('just', 6), ('vowel', 4), ('what', 4), ('have', 4)]	0.0	0.0	0	0	1.3333333333333333	0.08333333333333326	84	251	1.3333333333333333	0.9722677162837143	0.75
58b7ffcc-401c-458f-9c55-d8f8ed8f4553	58b7ffcc-401c-458f-9c55-d8f8ed8f4553	16	2	0.75	1.0	Counter({'CORRECT': 1, 'BIASED': 1})	Counter({'9U': 1, 'U4': 1})	Counter({'CORRECT': 2})	1.0	[('vowel', 4), ('believe', 3), ('cards', 3), ('have', 3), ('number', 3)]	0.5	1.0	0	0	1.0	0.25	44	117	1.0	0.9544340029249649	1.0
893e88d7-ab30-488c-99e2-2f3edb333eec	893e88d7-ab30-488c-99e2-2f3edb333eec	32	3	0.4166666666666667	0.5833333333333334	Counter({'ALL_INCORRECT': 1, 'BIASED + ODDS': 1, 'ALL_CHECKED': 1})	Counter({'8B': 1, '85U': 1, '85BU': 1})	Counter({'OTHER_ERROR': 1, 'CORRECT': 1, 'BIASED': 1})	0.3333333333333333	[('have', 14), ('even', 8), ('number', 5), ('with', 5), ('vowels', 5)]	0.0	0.3333333333333333	1	0	2.3333333333333335	0.16666666666666669	75	268	2.3333333333333335	0.9659494863736686	0.75
b1d5c668-eb55-440a-ade6-155784bcd0a4	b1d5c668-eb55-440a-ade6-155784bcd0a4	25	3	0.9166666666666666	1.0	Counter({'CORRECT': 2, 'OTHER_ERROR': 1})	Counter({'A3': 2, 'A': 1})	Counter({'CORRECT': 3})	1.0	[('vowel', 7), ('other', 5), ('think', 4), ('side', 4), ('with', 4)]	0.6666666666666666	1.0	0	0	1.3333333333333333	0.08333333333333337	68	211	1.3333333333333333	0.9899449185263031	1.0
b60b8a1f-e5cf-4811-9e1c-703bc05d43a0	b60b8a1f-e5cf-4811-9e1c-703bc05d43a0	18	3	0.75	0.8333333333333334	Counter({'OTHER_ERROR': 2, 'BIASED + ODDS': 1})	Counter({'A': 2, '72A': 1})	Counter({'OTHER_ERROR': 2, 'CORRECT': 1})	0.6666666666666666	[('card', 10), ('vowel', 5), ('rule', 4), ('only', 4), ('other', 4)]	0.0	0.3333333333333333	1	0	1.3333333333333333	0.08333333333333337	67	239	1.3333333333333333	0.8500031005905029	0.75
65a49cb8-509d-478c-a2c6-3f27ebc89526	65a49cb8-509d-478c-a2c6-3f27ebc89526	40	4	0.75	0.8125	Counter({'OTHER_ERROR': 2, 'CORRECT': 1, 'BIASED': 1})	Counter({'E': 2, '9E': 1, 'E4': 1})	Counter({'OTHER_ERROR': 3, 'CORRECT': 1})	0.75	[('even', 9), ('with', 9), ('that', 9), ('think', 9), ('rule', 8)]	0.25	0.25	0	0	1.0	0.0625	113	496	1.0	0.939356231460983	1.0
18a27720-f3f3-4d27-9a17-970aa55acb10	18a27720-f3f3-4d27-9a17-970aa55acb10	8	4	0.5625	0.5	Counter({'BIASED': 3, 'OTHER_ERROR': 1})	Counter({'2E': 3, 'E': 1})	Counter({'BIASED': 4})	0.75	[('what', 2), ('think', 2), ('this', 2), ('agree', 2), ('thats', 1)]	0.0	0.0	0	0	1.0	-0.0625	15	43	1.0	1.0	0.75
5561e76e-2fbc-45be-8220-805f5dc5eef7	5561e76e-2fbc-45be-8220-805f5dc5eef7	39	2	0.75	0.75	Counter({'BIASED': 1, 'CORRECT': 1})	Counter({'U8': 1, 'U3': 1})	Counter({'BIASED': 1, 'CORRECT': 1})	0.5	[('vowel', 9), ('number', 9), ('rule', 9), ('even', 8), ('other', 7)]	0.5	0.5	0	0	1.0	0.0	68	354	1.0	0.9995256892936493	1.0
cb609b58-30a8-4c55-be8a-9f5243c46987	cb609b58-30a8-4c55-be8a-9f5243c46987	32	4	0.75	0.75	Counter({'OTHER_ERROR': 2, 'CORRECT': 1, 'BIASED': 1})	Counter({'A': 2, 'A7': 1, 'A2': 1})	Counter({'BIASED + ODDS': 3, 'OTHER_ERROR': 1})	0.75	[('have', 16), ('that', 13), ('with', 12), ('only', 10), ('number', 9)]	0.25	0.0	0	0	1.0	0.0	140	546	1.0	0.7998650733254103	1.0
af52aca2-cc25-4653-82e7-0deba4aa1d43	af52aca2-cc25-4653-82e7-0deba4aa1d43	59	3	0.75	0.9166666666666666	Counter({'BIASED + ODDS': 1, 'CORRECT': 1, 'BIASED': 1})	Counter({'8A5': 1, 'A5': 1, '8A': 1})	Counter({'CORRECT': 2, 'BIASED + ODDS': 1})	0.6666666666666666	[('vowel', 13), ('rule', 12), ('other', 10), ('matter', 10), ('its', 10)]	0.3333333333333333	0.6666666666666666	0	0	1.0	0.16666666666666663	94	477	1.0	0.9064867460799703	1.0
5795ece8-04f1-4f8c-ba24-a20d39ad422f	5795ece8-04f1-4f8c-ba24-a20d39ad422f	14	2	0.75	0.5	Counter({'OTHER_ERROR': 2})	Counter({'U': 1, '9': 1})	Counter({'BIASED': 2})	1.0	[('think', 4), ('says', 2), ('have', 2), ('even', 2), ('number', 2)]	0.0	0.0	0	0	1.0	-0.25	37	110	1.0	1.0	0.75
0aeeb8d8-c358-46c5-a181-5d4f0b6f1d95	0aeeb8d8-c358-46c5-a181-5d4f0b6f1d95	29	4	0.5	0.6875	Counter({'OTHER_ERROR': 2, 'BIASED + ODDS': 1, 'BIASED': 1})	Counter({'87U': 1, '87': 1, '8U': 1, 'T': 1})	Counter({'BIASED': 2, 'BIASED + ODDS': 1, 'CORRECT': 1})	0.5	[('number', 9), ('vowel', 7), ('have', 6), ('rule', 5), ('with', 4)]	0.0	0.25	1	0	1.25	0.1875	66	220	1.25	0.9684709375574956	0.75
ad7fe8cc-104a-4895-b31a-c7c9d80147b9	ad7fe8cc-104a-4895-b31a-c7c9d80147b9	10	2	0.625	0.5	Counter({'OTHER_ERROR': 1, 'BIASED': 1})	Counter({'E': 1, 'E8': 1})	Counter({'BIASED': 2})	1.0	[('cards', 3), ('even', 3), ('think', 2), ('with', 2), ('numbers', 2)]	0.0	0.0	0	0	1.0	-0.125	36	80	1.0	1.0	0.75
e00f8217-8157-4d3f-b977-fa3f6c23ce63	e00f8217-8157-4d3f-b977-fa3f6c23ce63	55	5	0.55	0.6	Counter({'OTHER_ERROR': 4, 'BIASED': 1})	Counter({'3M': 1, 'E4': 1, '4': 1, '3EM': 1, 'E': 1})	Counter({'OTHER_ERROR': 5})	0.6	[('that', 12), ('vowel', 11), ('even', 8), ('rule', 7), ('kiwi', 6)]	0.0	0.0	0	0	1.0	0.04999999999999993	123	434	1.0	0.9328116305846761	0.75
45f989dc-371a-497b-b664-3a1348bf5c62	45f989dc-371a-497b-b664-3a1348bf5c62	21	3	0.5	0.5	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'E4': 2, 'EC': 1})	Counter({'ALL_CHECKED': 3})	1.0	[('chose', 3), ('think', 3), ('them', 3), ('over', 3), ('final', 3)]	0.0	0.0	0	0	1.3333333333333333	0.0	53	142	1.3333333333333333	0.980315378922394	0.5
05b01d11-9edb-41b7-a330-cf21fa421183	05b01d11-9edb-41b7-a330-cf21fa421183	26	3	0.5	0.75	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'8U': 1, '8': 1, 'U': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('vowel', 8), ('have', 7), ('think', 6), ('could', 6), ('would', 5)]	0.0	0.0	0	0	2.3333333333333335	0.25	77	297	2.3333333333333335	0.9735388020244706	0.75
fe0899f9-bfc2-495f-aa66-163c15908da7	fe0899f9-bfc2-495f-aa66-163c15908da7	86	4	0.5625	0.75	Counter({'BIASED': 3, 'BIASED + ODDS': 1})	Counter({'2A': 3, '23A': 1})	Counter({'CORRECT': 2, 'ALL_CHECKED': 1, 'BIASED': 1})	0.5	[('have', 22), ('rule', 20), ('vowel', 16), ('even', 16), ('that', 14)]	0.0	0.5	1	0	1.75	0.1875	123	747	1.75	0.9262778939744243	0.75
af140878-c9f2-4742-b0d1-caa44b27c3c8	af140878-c9f2-4742-b0d1-caa44b27c3c8	40	5	0.7	1.0	Counter({'BIASED': 2, 'OTHER_ERROR': 2, 'CORRECT': 1})	Counter({'A8': 2, 'A': 2, 'A5': 1})	Counter({'CORRECT': 5})	1.0	[('rule', 5), ('about', 4), ('think', 4), ('doesnt', 4), ('agree', 3)]	0.2	1.0	0	0	1.2	0.30000000000000004	100	337	1.2	0.9754441691958967	1.0
d54a8f6f-7bac-4be1-b572-cdd1b7ec43e8	d54a8f6f-7bac-4be1-b572-cdd1b7ec43e8	23	3	0.4166666666666667	0.5	Counter({'OTHER_ERROR': 1, 'BIASED': 1, 'ALL_CHECKED': 1})	Counter({'4': 1, '4U': 1, 'K4U3': 1})	Counter({'ALL_CHECKED': 2, 'BIASED': 1})	0.6666666666666666	[('right', 5), ('need', 5), ('other', 5), ('even', 5), ('think', 4)]	0.0	0.0	0	0	1.3333333333333333	0.08333333333333331	69	241	1.3333333333333333	0.9932927654933184	0.5
e52da097-9ebe-420c-b70b-0f1de1b5e504	e52da097-9ebe-420c-b70b-0f1de1b5e504	31	3	0.5	1.0	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'94G': 1, '4E': 1, 'E': 1})	Counter({'CORRECT': 3})	1.0	[('have', 5), ('what', 4), ('maybe', 4), ('even', 4), ('vowel', 4)]	0.0	1.0	1	0	2.6666666666666665	0.5	39	156	2.6666666666666665	0.9722248339550217	0.75
